Severity,Name,Status,Exploitability,Last Seen,Source,Location
MEDIUM,CVE-2018-1199,EXISTING,50,2026-04-04T00:57:36.036Z,SCA,spring-security-core:5.0.0.RELEASE
MEDIUM,CVE-2024-38820,EXISTING,0,2026-04-04T00:57:36.037Z,SCA,spring-context:5.0.4.RELEASE
CRITICAL,CVE-2019-14540,EXISTING,60,2026-04-04T00:57:35.992Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2024-22262,EXISTING,35,2026-04-04T00:57:35.982Z,SCA,spring-web:5.0.4.RELEASE
CRITICAL,CVE-2018-14721,EXISTING,50,2026-04-04T00:57:35.983Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-10650,EXISTING,25,2026-04-04T00:57:35.986Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2020-8840,EXISTING,50,2026-04-04T00:57:35.987Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-14195,EXISTING,35,2026-04-04T00:57:35.988Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36188,EXISTING,25,2026-04-04T00:57:35.989Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-14060,EXISTING,35,2026-04-04T00:57:35.990Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2018-19360,EXISTING,18,2026-04-04T00:57:35.993Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-14062,EXISTING,15,2026-04-04T00:57:35.994Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-11112,EXISTING,15,2026-04-04T00:57:35.995Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36184,EXISTING,50,2026-04-04T00:57:35.996Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2018-11040,EXISTING,15,2026-04-04T00:57:35.999Z,SCA,spring-core:5.0.4.RELEASE
CRITICAL,CVE-2018-19362,EXISTING,25,2026-04-04T00:57:36.001Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2018-12023,EXISTING,50,2026-04-04T00:57:36.002Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-10968,EXISTING,25,2026-04-04T00:57:36.002Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2018-14719,EXISTING,25,2026-04-04T00:57:36.003Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2018-14720,EXISTING,50,2026-04-04T00:57:36.004Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36189,EXISTING,15,2026-04-04T00:57:36.006Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-35490,EXISTING,15,2026-04-04T00:57:36.006Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2022-22950,EXISTING,8,2026-04-04T00:57:36.007Z,SCA,spring-expression:5.0.4.RELEASE
CRITICAL,CVE-2018-19361,EXISTING,15,2026-04-04T00:57:36.008Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2024-38820,EXISTING,15,2026-04-04T00:57:36.038Z,SCA,spring-web:5.0.4.RELEASE
HIGH,CVE-2018-12022,EXISTING,25,2026-04-04T00:57:36.009Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2020-9546,EXISTING,15,2026-04-04T00:57:36.010Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36180,EXISTING,15,2026-04-04T00:57:36.011Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36182,EXISTING,50,2026-04-04T00:57:36.012Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36185,EXISTING,25,2026-04-04T00:57:36.013Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-11111,EXISTING,15,2026-04-04T00:57:36.018Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36187,EXISTING,50,2026-04-04T00:57:36.019Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2018-1272,EXISTING,15,2026-04-04T00:57:36.021Z,SCA,spring-core:5.0.4.RELEASE
HIGH,CVE-2020-36183,EXISTING,25,2026-04-04T00:57:36.023Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-24750,EXISTING,15,2026-04-04T00:57:36.024Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2018-5968,EXISTING,35,2026-04-04T00:57:36.025Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2018-11039,EXISTING,15,2026-04-04T00:57:36.026Z,SCA,spring-web:5.0.4.RELEASE
CRITICAL,CVE-2019-17267,EXISTING,25,2026-04-04T00:57:36.028Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2019-17531,EXISTING,15,2026-04-04T00:57:36.029Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2021-33813,EXISTING,20,2026-04-04T00:57:36.030Z,SCA,jdom2:2.0.6
MEDIUM,CVE-2023-1932,EXISTING,25,2026-04-04T00:57:36.043Z,SCA,hibernate-validator:6.0.7.Final
HIGH,CVE-2019-14893,EXISTING,50,2026-04-04T00:57:36.039Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2018-1257,EXISTING,8,2026-04-04T00:57:36.040Z,SCA,spring-core:5.0.4.RELEASE
HIGH,CVE-2019-14892,EXISTING,25,2026-04-04T00:57:36.041Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2019-16335,EXISTING,25,2026-04-04T00:57:36.041Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2023-20863,EXISTING,15,2026-04-04T00:57:36.042Z,SCA,spring-expression:5.0.4.RELEASE
HIGH,CVE-2021-20190,EXISTING,50,2026-04-04T00:57:36.045Z,SCA,jackson-databind:2.9.3
CRITICAL,CVE-2019-16942,EXISTING,15,2026-04-04T00:57:36.046Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2020-36518,EXISTING,50,2026-04-04T00:57:36.047Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2025-48976,EXISTING,50,2026-04-04T00:57:36.048Z,SCA,commons-fileupload:1.3.3
MEDIUM,CVE-2021-27568,EXISTING,1,2026-04-04T00:57:36.048Z,SCA,json-smart:2.3
MEDIUM,CVE-2023-20861,EXISTING,25,2026-04-04T00:57:36.055Z,SCA,spring-expression:5.0.4.RELEASE
MEDIUM,CVE-2019-3795,EXISTING,15,2026-04-04T00:57:36.049Z,SCA,spring-security-core:5.0.0.RELEASE
MEDIUM,CVE-2020-5408,EXISTING,10,2026-04-04T00:57:36.050Z,SCA,spring-security-core:5.0.0.RELEASE
HIGH,CVE-2022-42003,EXISTING,45,2026-04-04T00:57:36.051Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2022-42004,EXISTING,15,2026-04-04T00:57:36.053Z,SCA,jackson-databind:2.9.3
HIGH,CVE-2024-22257,EXISTING,15,2026-04-04T00:57:36.054Z,SCA,spring-security-core:5.0.0.RELEASE
HIGH,CVE-2025-52999,EXISTING,35,2026-04-04T00:57:36.061Z,SCA,jackson-core:2.9.3
MEDIUM,CVE-2023-51074,EXISTING,25,2026-04-04T00:57:36.063Z,SCA,json-path:2.4.0
MEDIUM,CVE-2021-28170,EXISTING,25,2026-04-04T00:57:36.064Z,SCA,javax.el:3.0.1-b08
MEDIUM,CVE-2020-15250,EXISTING,50,2026-04-04T00:57:36.064Z,SCA,junit:4.12
LOW,CVE-2025-22233,EXISTING,25,2026-04-04T00:57:36.065Z,SCA,spring-context:5.0.4.RELEASE
CRITICAL,CVE-2026-22732,NEW,0,2026-04-04T00:57:36.086Z,SCA,spring-security-web:5.0.0.RELEASE
HIGH,CVE-2020-25649,EXISTING,25,2026-04-04T00:57:36.089Z,SCA,jackson-databind:2.9.3
MEDIUM,CVE-2025-49128,EXISTING,15,2026-04-04T00:57:36.091Z,SCA,jackson-core:2.9.3
HIGH,CVE-2023-1370,EXISTING,15,2026-04-04T00:57:36.092Z,SCA,json-smart:2.3
LOW,CVE-2024-31573,EXISTING,15,2026-04-04T00:57:36.093Z,SCA,xmlunit-core:2.5.1
MEDIUM,GHSA-72hv-8253-57qq,NEW,0,2026-04-04T00:57:36.112Z,SCA,jackson-core:2.9.3
